id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ReplacementCost,StructureValue,BuildingType,StructureType,OccupancyClass_Actual,OccupancyClass,NightPopulation,geometry,DesignLevel,HeightClass
33,37.6433947679085,-122.08535208724496,1059.0,1.0,1978,338466.72000000003,225644.48,W,W1,RES1,RES1,3,POINT Z (-122.08535208724496 37.6433947679085 0),High-Code,
34,37.6425276716219,-122.06492709670111,1151.0,1.0,1958,494327.48,329551.65,W,W1,RES1,RES1,3,POINT Z (-122.06492709670111 37.6425276716219 0),Moderate-Code,
35,37.63615956373614,-122.0802840370617,1210.0,1.0,1958,395599.42000000004,263732.95,W,W1,RES1,RES1,3,POINT Z (-122.0802840370617 37.63615956373614 0),Moderate-Code,
36,37.64774368016402,-122.03327400036424,1124.0,2.0,1993,1186175.73,790783.82,W,W1,RES1,RES1,2,POINT Z (-122.03327400036424 37.64774368016402 0),High-Code,
37,37.63817504171687,-122.09597209872082,1128.0,1.0,1959,214117.03,142744.69,W,W1,RES1,RES1,3,POINT Z (-122.09597209872082 37.63817504171687 0),Moderate-Code,
38,37.65184483397533,-122.06950066368402,5467.0,1.0,1973,1265556.12,937448.98,W,W1,RES3A,RES1,2,POINT Z (-122.06950066368402 37.65184483397533 0),Moderate-Code,
39,37.62701956072193,-122.0512351307618,1500.0,1.0,1984,474218.50999999995,351272.97,C,W1,RES3A,RES1,2,POINT Z (-122.0512351307618 37.62701956072193 0),High-Code,
40,37.6198853252344,-122.08717699199617,1735.83,1.0,1966,527011.48,351340.99,W,W1,RES1,RES1,4,POINT Z (-122.08717699199617 37.6198853252344 0),Moderate-Code,
41,37.639373069238744,-122.12427056163257,26586.0,1.0,2000,14350441.129999999,5314978.2,S,S1,IND2,IND2,0,POINT Z (-122.12427056163257 37.639373069238744 0),High-Code,Low-Rise
42,37.66511977601498,-122.10161692360882,792.0,1.0,1972,277644.39,185096.26,W,W1,RES1,RES1,4,POINT Z (-122.10161692360882 37.66511977601498 0),Moderate-Code,
43,37.62731839405655,-122.1031945555585,1740.0,1.0,2000,554101.98,410445.91,W,W1,RES3A,RES1,5,POINT Z (-122.1031945555585 37.62731839405655 0),High-Code,
44,37.67096072523487,-122.07872499167492,616.0,1.0,1975,165955.16,110636.77,W,W1,RES1,RES1,2,POINT Z (-122.07872499167492 37.67096072523487 0),High-Code,
45,37.63686128623896,-122.11350305025037,240556.0,1.0,1984,56219385.75,41643989.44,W,W1,RES3C,RES3,2,POINT Z (-122.11350305025037 37.63686128623896 0),High-Code,
46,37.66670489047606,-122.09394064231805,926.0,1.0,2008,549510.1499999999,366340.1,W,W1,RES1,RES1,4,POINT Z (-122.09394064231805 37.66670489047606 0),High-Code,
47,37.65540733034038,-122.00968032814195,1160.0,1.0,1993,787991.36,366507.61,C,C2,COM8,COM8,0,POINT Z (-122.00968032814195 37.65540733034038 0),High-Code,Low-Rise
48,37.639517836247634,-122.09303148809308,1831.0,1.0,1959,293821.74,195881.16,W,W1,RES1,RES1,2,POINT Z (-122.09303148809308 37.639517836247634 0),Moderate-Code,
49,37.62314749760261,-122.07441602402909,2038.0,1.0,1963,1293574.4,601662.51,C,C2,COM8,COM8,0,POINT Z (-122.07441602402909 37.62314749760261 0),Moderate-Code,Low-Rise
