id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ReplacementCost,StructureValue,StructureType,BuildingType,OccupancyClass,OccupancyClass_Actual,NumberOfUnits,NightPopulation,DayPopulation,CensusBlock,CensusTract,FootprintID,geometry,DesignLevel,HeightClass
0,37.66930628812245,-122.08509173523352,1224.0,1.0,1971.0,1817924.398,1211949.599,RM1,M,RES3,RES3C,8.0,28.0,19.0,60014354003013,6001435400,11588,POINT (-122.08509173523352 37.66930628812245),Moderate-Code,Low-Rise
1,37.66048026719467,-122.0837177120815,1179.5,2.0,1955.0,629543.659,419695.773,W1,W,RES1,RES3A,2.0,7.0,3.0,60014366011004,6001436601,27850,POINT (-122.0837177120815 37.66048026719467),Moderate-Code,
2,37.65126799704998,-122.09505553825802,1413.0,1.0,1955.0,385016.941,256677.961,W1,M,RES1,RES1,1.0,2.0,1.0,60014368002026,6001436800,34914,POINT (-122.09505553825802 37.65126799704998),Moderate-Code,
3,37.66087904529043,-122.09429105432083,8269.0,2.0,2002.0,4696462.63,3130975.09,W1,W,RES3,RES3E,32.0,39.0,13.0,60014367001005,6001436700,21410,POINT (-122.09429105432083 37.66087904529043),High-Code,
4,37.64002050300109,-122.08565358917112,1056.0,1.0,2017.0,283086.6259,188724.417,W1,M,RES1,RES1,1.0,3.0,1.0,60014374002018,6001437400,21883,POINT (-122.08565358917112 37.64002050300109),High-Code,
5,37.65840909033222,-122.07128582487294,1106.0,1.0,1974.0,235315.9038,156877.269,W1,W,RES1,RES1,1.0,3.0,3.0,60014365002028,6001436500,24765,POINT (-122.07128582487294 37.65840909033222),Moderate-Code,
6,37.66376464187754,-122.09424242526639,961.0,2.0,2011.0,554128.711,369419.141,W1,W,RES1,RES1,1.0,0.0,0.0,60014363004014,6001436300,36342,POINT (-122.09424242526639 37.66376464187754),High-Code,
7,37.63069317223436,-122.086153634779,1119.0,1.0,1955.0,236957.9806,157971.987,W1,M,RES1,RES1,1.0,3.0,0.0,60014383001002,6001438300,24951,POINT (-122.086153634779 37.63069317223436),Moderate-Code,
8,37.66182490159854,-122.0839933641802,1241.75,1.0,1955.0,539818.962,269909.481,W2,M,COM4,COM4,0.0,1.0,8.0,60014366011000,6001436601,1265,POINT (-122.0839933641802 37.66182490159854),Moderate-Code,
9,37.637065030679615,-122.08672919212366,1635.0,1.0,2017.0,367257.46499999997,244838.31,W1,M,RES1,RES1,1.0,3.0,1.0,60014374002027,6001437400,33407,POINT (-122.08672919212366 37.637065030679615),High-Code,
10,37.660557873559135,-122.05398950639022,486.0,3.0,1988.0,439811.206,293207.471,W1,M,RES1,RES1,1.0,3.0,2.0,60014351021003,6001435102,21664,POINT (-122.05398950639022 37.660557873559135),High-Code,
