ID,lon,lat,vs30,z1pt0,z2pt5,vsInferred
233,-122.031,37.6502,502.5,340.0,1706.842041015625,1
234,-122.031,37.6532,502.5,340.0,1706.842041015625,1
235,-122.031,37.6562,502.49999999999994,340.0,3213.33349609375,1
236,-122.031,37.6596,502.50000000000006,340.0,3213.33349609375,1
237,-122.031,37.6626,502.5,340.0,3213.33349609375,1
238,-122.031,37.6656,502.5,346.66668701171875,3220.0,1
239,-122.031,37.669,492.6959396026909,346.66668701171875,3220.0,1
240,-122.031,37.672,480.09071909182234,346.66668701171875,3220.0,1
241,-122.031,37.675,467.48549858095384,346.66668701171875,3220.0,1
242,-122.031,37.678,454.88027807008524,333.33331298828125,3306.66650390625,1
243,-122.031,37.6813,441.0145355081179,333.33331298828125,3306.66650390625,1
244,-122.031,37.6844,427.9891409802362,333.33331298828125,3306.66650390625,1
245,-122.031,37.6874,415.3839204693677,346.66668701171875,3306.66650390625,1
246,-122.031,37.6907,401.51817790740034,346.66668701171875,3306.66650390625,1
247,-122.031,37.6937,388.91295739653174,346.66668701171875,3306.66650390625,1
248,-122.037,37.6003,287.991089664306,209.01409912109375,874.2857666015625,1
249,-122.037,37.6033,304.731989664303,209.01409912109375,874.2857666015625,1
250,-122.037,37.6067,323.70500966429427,190.41094970703125,872.5,1
251,-122.037,37.6097,340.4459096642912,190.41094970703125,872.5,1
252,-122.037,37.6127,357.1868096642881,190.41094970703125,872.5,1
253,-122.037,37.6157,373.92770966428503,57.01149368286133,855.0,1
254,-122.037,37.6191,392.9007296643159,57.01149368286133,855.0,1
255,-122.037,37.6221,409.64162966431286,57.01149368286133,855.0,1
256,-122.037,37.6251,426.38252966430986,0.0,882.5,1
257,-122.037,37.6285,445.35554966430107,0.0,882.5,1
258,-122.037,37.6315,462.096449664298,0.0,882.5,1
259,-122.037,37.6345,473.7626039557886,0.0,882.5,1
260,-122.037,37.6378,477.82331323756,0.0,0.0,1
261,-122.037,37.6408,481.51486713008416,0.0,0.0,1
262,-122.037,37.6439,485.32947281902983,0.0,0.0,1
263,-122.037,37.6469,489.021026711554,0.0,0.0,1
264,-122.037,37.6502,493.08173599332537,0.0,0.0,1
265,-122.037,37.6532,496.7732898858495,0.0,0.0,1
266,-122.037,37.6562,500.4648437783736,340.0,2444.126953125,1
267,-122.037,37.6596,504.64860485656664,340.0,2444.126953125,1
268,-122.037,37.6626,508.34015874909073,340.0,2444.126953125,1
269,-122.037,37.6656,512.0317126416148,333.33331298828125,3313.33349609375,1
270,-122.037,37.669,502.77760628668017,333.33331298828125,3313.33349609375,1
271,-122.037,37.672,489.191902050839,333.33331298828125,3313.33349609375,1
272,-122.037,37.675,475.60619781499776,333.33331298828125,3313.33349609375,1
273,-122.037,37.678,462.0204935791566,346.66668701171875,3320.0,1
274,-122.037,37.6813,447.0762189197184,346.66668701171875,3320.0,1
275,-122.037,37.6844,433.037657876033,346.66668701171875,3320.0,1
