,POP,UNITS,OCCUPIED,state,county,tract,block,cb_code
8412,0,0,0,06,001,431100,2007,060014311002007
8413,0,0,0,06,001,431100,2008,060014311002008
8419,0,0,0,06,001,431200,2017,060014312002017
8420,0,0,0,06,001,431200,2020,060014312002020
8421,0,0,0,06,001,431200,2023,060014312002023
8424,402,220,200,06,001,431200,3011,060014312003011
8426,0,0,0,06,001,431200,3017,060014312003017
8453,879,441,430,06,001,431200,2016,060014312002016
8454,0,0,0,06,001,431200,2018,060014312002018
8455,0,0,0,06,001,431200,2019,060014312002019
8456,71,24,18,06,001,431200,2021,060014312002021
8457,0,0,0,06,001,431200,2022,060014312002022
8458,5,0,0,06,001,431200,2024,060014312002024
8459,0,0,0,06,001,431200,2025,060014312002025
8475,0,0,0,06,001,431200,3016,060014312003016
8476,613,327,324,06,001,431200,3018,060014312003018
8478,0,0,0,06,001,431200,3021,060014312003021
8479,53,11,11,06,001,431200,3022,060014312003022
9725,0,0,0,06,001,435102,1002,060014351021002
9726,0,0,0,06,001,435102,1005,060014351021005
9727,98,31,31,06,001,435102,1008,060014351021008
9728,46,9,4,06,001,435102,1012,060014351021012
9729,392,185,180,06,001,435102,1015,060014351021015
9730,41,60,12,06,001,435102,2008,060014351022008
9731,0,0,0,06,001,435102,2011,060014351022011
9733,697,263,260,06,001,435102,3000,060014351023000
9734,83,31,31,06,001,435102,3003,060014351023003
9735,246,91,91,06,001,435102,3006,060014351023006
9736,57,25,23,06,001,435102,2003,060014351022003
9737,0,0,0,06,001,435102,2004,060014351022004
9738,47,18,18,06,001,435102,2005,060014351022005
9739,24,2,2,06,001,435102,2006,060014351022006
9740,0,0,0,06,001,435102,2007,060014351022007
9741,109,42,41,06,001,435102,2009,060014351022009
9742,0,0,0,06,001,435102,2010,060014351022010
9743,0,0,0,06,001,435102,2012,060014351022012
9745,0,0,0,06,001,435102,2015,060014351022015
9747,0,0,0,06,001,435102,2017,060014351022017
9748,74,24,24,06,001,435102,3001,060014351023001
9749,64,19,19,06,001,435102,3002,060014351023002
9750,132,46,46,06,001,435102,3004,060014351023004
9751,405,153,153,06,001,435102,3005,060014351023005
9752,254,85,85,06,001,435102,1000,060014351021000
9753,812,314,312,06,001,435102,1001,060014351021001
9754,0,0,0,06,001,435102,1003,060014351021003
9756,76,25,24,06,001,435102,1006,060014351021006
9757,164,56,56,06,001,435102,1007,060014351021007
9758,113,43,43,06,001,435102,1009,060014351021009
9759,0,0,0,06,001,435102,1010,060014351021010
9760,175,63,60,06,001,435102,1011,060014351021011
9761,0,0,0,06,001,435102,1013,060014351021013
9762,161,53,50,06,001,435102,1014,060014351021014
9763,0,0,0,06,001,435102,1017,060014351021017
9764,0,0,0,06,001,435102,1018,060014351021018
9765,0,0,0,06,001,435102,1019,060014351021019
9766,1598,128,124,06,001,435102,2000,060014351022000
9769,0,0,0,06,001,435102,1016,060014351021016
9772,0,0,0,06,001,435103,1009,060014351031009
9773,20,4,4,06,001,435103,1013,060014351031013
9780,116,33,33,06,001,435103,1049,060014351031049
9795,119,40,31,06,001,435103,4001,060014351034001
9796,216,89,89,06,001,435103,4004,060014351034004
9803,25,2,2,06,001,435103,1008,060014351031008
9804,0,0,0,06,001,435103,1010,060014351031010
9805,0,0,0,06,001,435103,1011,060014351031011
9806,0,0,0,06,001,435103,1012,060014351031012
9811,412,148,141,06,001,435103,1019,060014351031019
9812,139,45,45,06,001,435103,1020,060014351031020
9813,96,27,27,06,001,435103,1021,060014351031021
9814,301,78,78,06,001,435103,1022,060014351031022
9815,123,30,30,06,001,435103,1023,060014351031023
9816,115,36,36,06,001,435103,1024,060014351031024
9817,0,0,0,06,001,435103,1025,060014351031025
9818,0,0,0,06,001,435103,1026,060014351031026
9822,0,0,0,06,001,435103,1030,060014351031030
9826,0,0,0,06,001,435103,1035,060014351031035
9835,121,32,32,06,001,435103,1048,060014351031048
9884,682,248,247,06,001,435103,4000,060014351034000
9885,59,15,15,06,001,435103,4002,060014351034002
9886,90,23,23,06,001,435103,4003,060014351034003
9887,105,34,34,06,001,435103,4005,060014351034005
9888,214,80,78,06,001,435103,4006,060014351034006
9889,279,101,101,06,001,435103,4007,060014351034007
9890,133,38,32,06,001,435103,4008,060014351034008
9891,54,18,15,06,001,435103,4009,060014351034009
9892,106,27,27,06,001,435103,4010,060014351034010
9893,206,77,77,06,001,435103,4011,060014351034011
9896,0,0,0,06,001,435103,4014,060014351034014
9900,0,0,0,06,001,435103,4018,060014351034018
9901,0,0,0,06,001,435103,4019,060014351034019
9904,0,0,0,06,001,435104,1018,060014351041018
9905,37,15,13,06,001,435104,1021,060014351041021
9906,82,23,20,06,001,435104,2002,060014351042002
9907,84,24,24,06,001,435104,2006,060014351042006
9908,0,0,0,06,001,435104,3001,060014351043001
9909,449,132,132,06,001,435104,3004,060014351043004
9910,933,418,291,06,001,435104,4001,060014351044001
9911,0,0,0,06,001,435104,4004,060014351044004
9912,51,10,5,06,001,435104,1007,060014351041007
9913,713,280,265,06,001,435104,1008,060014351041008
9914,656,291,287,06,001,435104,1009,060014351041009
9915,242,75,71,06,001,435104,1010,060014351041010
9916,215,110,110,06,001,435104,1011,060014351041011
9917,0,0,0,06,001,435104,1012,060014351041012
9918,73,23,17,06,001,435104,1013,060014351041013
9919,101,34,29,06,001,435104,1014,060014351041014
9920,381,203,176,06,001,435104,1015,060014351041015
9921,36,2,1,06,001,435104,1016,060014351041016
9922,96,62,62,06,001,435104,1017,060014351041017
9923,65,25,25,06,001,435104,1019,060014351041019
9924,77,24,22,06,001,435104,1020,060014351041020
9925,187,51,51,06,001,435104,2000,060014351042000
9926,59,14,12,06,001,435104,2001,060014351042001
9927,89,23,23,06,001,435104,2003,060014351042003
9928,87,23,23,06,001,435104,2004,060014351042004
9929,225,85,85,06,001,435104,2005,060014351042005
9930,59,13,10,06,001,435104,2007,060014351042007
9931,0,0,0,06,001,435104,3000,060014351043000
9932,1422,663,612,06,001,435104,3002,060014351043002
9933,0,0,0,06,001,435104,3003,060014351043003
9934,0,0,0,06,001,435104,3005,060014351043005
9935,0,0,0,06,001,435104,3006,060014351043006
9936,0,0,0,06,001,435104,4000,060014351044000
9937,0,0,0,06,001,435104,4002,060014351044002
9938,794,315,273,06,001,435104,4003,060014351044003
9939,0,0,0,06,001,435104,4005,060014351044005
9940,0,0,0,06,001,435104,4006,060014351044006
9941,17,2,2,06,001,435104,1000,060014351041000
9943,0,0,0,06,001,435104,1003,060014351041003
9944,0,0,0,06,001,435104,1005,060014351041005
9945,0,0,0,06,001,435104,1006,060014351041006
9949,246,81,80,06,001,435200,1010,060014352001010
9957,186,72,72,06,001,435200,1009,060014352001009
9975,233,42,39,06,001,435300,1001,060014353001001
9976,42,15,15,06,001,435300,1004,060014353001004
9977,36,15,15,06,001,435300,1008,060014353001008
9978,151,60,60,06,001,435300,1011,060014353001011
9979,28,4,4,06,001,435300,2000,060014353002000
9980,46,16,15,06,001,435300,2004,060014353002004
9981,26,5,5,06,001,435300,2007,060014353002007
9985,162,41,41,06,001,435300,1002,060014353001002
9988,35,9,9,06,001,435300,1006,060014353001006
9989,558,169,166,06,001,435300,1007,060014353001007
9991,88,31,31,06,001,435300,1010,060014353001010
9992,95,21,17,06,001,435300,1012,060014353001012
9993,61,20,13,06,001,435300,1013,060014353001013
9994,405,192,187,06,001,435300,2001,060014353002001
9995,133,45,45,06,001,435300,2002,060014353002002
9996,224,68,64,06,001,435300,2003,060014353002003
9997,56,15,2,06,001,435300,2005,060014353002005
9998,750,300,289,06,001,435300,2006,060014353002006
9999,122,48,48,06,001,435300,2008,060014353002008
10000,236,88,86,06,001,435300,2009,060014353002009
10003,0,0,0,06,001,435400,1003,060014354001003
10004,0,0,0,06,001,435400,1021,060014354001021
10005,60,17,17,06,001,435400,1024,060014354001024
10006,77,30,25,06,001,435400,1027,060014354001027
10007,0,0,0,06,001,435400,2000,060014354002000
10008,98,49,43,06,001,435400,2003,060014354002003
10009,107,55,44,06,001,435400,2006,060014354002006
10010,39,13,13,06,001,435400,2010,060014354002010
10011,16,14,14,06,001,435400,2013,060014354002013
10012,41,5,2,06,001,435400,2016,060014354002016
10013,0,0,0,06,001,435400,2019,060014354002019
10014,71,19,19,06,001,435400,2023,060014354002023
10015,42,26,26,06,001,435400,3002,060014354003002
10016,170,47,47,06,001,435400,3006,060014354003006
10017,31,14,14,06,001,435400,3009,060014354003009
10018,0,0,0,06,001,435400,3012,060014354003012
10019,70,24,24,06,001,435400,3015,060014354003015
10020,89,82,82,06,001,435400,3000,060014354003000
10021,0,0,0,06,001,435400,3001,060014354003001
10022,0,0,0,06,001,435400,3003,060014354003003
10023,14,4,0,06,001,435400,3004,060014354003004
10024,395,146,146,06,001,435400,3005,060014354003005
10025,130,64,48,06,001,435400,3007,060014354003007
10026,243,107,107,06,001,435400,3008,060014354003008
10027,29,13,13,06,001,435400,3010,060014354003010
10028,71,50,39,06,001,435400,3011,060014354003011
10029,61,15,15,06,001,435400,3013,060014354003013
10030,48,26,26,06,001,435400,3014,060014354003014
10031,209,88,88,06,001,435400,3016,060014354003016
10032,236,263,142,06,001,435400,1000,060014354001000
10033,86,34,32,06,001,435400,1001,060014354001001
10034,23,1,1,06,001,435400,1002,060014354001002
10035,0,0,0,06,001,435400,1004,060014354001004
10036,0,0,0,06,001,435400,1005,060014354001005
10037,88,25,25,06,001,435400,1006,060014354001006
10038,0,0,0,06,001,435400,1007,060014354001007
10039,0,0,0,06,001,435400,1008,060014354001008
10040,278,132,125,06,001,435400,1009,060014354001009
10041,0,0,0,06,001,435400,1010,060014354001010
10042,159,58,58,06,001,435400,1011,060014354001011
10043,0,0,0,06,001,435400,1012,060014354001012
10044,31,4,4,06,001,435400,1013,060014354001013
10045,21,1,1,06,001,435400,1014,060014354001014
10046,133,74,74,06,001,435400,1015,060014354001015
10047,0,0,0,06,001,435400,1016,060014354001016
10048,159,50,50,06,001,435400,1017,060014354001017
10049,0,0,0,06,001,435400,1018,060014354001018
10050,18,1,1,06,001,435400,1019,060014354001019
10051,62,9,9,06,001,435400,1020,060014354001020
10052,78,36,36,06,001,435400,1022,060014354001022
10053,120,48,48,06,001,435400,1023,060014354001023
10054,0,0,0,06,001,435400,1025,060014354001025
10055,0,0,0,06,001,435400,1026,060014354001026
10056,157,63,46,06,001,435400,1028,060014354001028
10057,0,0,0,06,001,435400,1029,060014354001029
10058,244,139,114,06,001,435400,1030,060014354001030
10059,172,74,74,06,001,435400,2001,060014354002001
10060,177,52,48,06,001,435400,2002,060014354002002
10061,47,24,24,06,001,435400,2004,060014354002004
10062,163,53,52,06,001,435400,2005,060014354002005
10063,14,1,1,06,001,435400,2007,060014354002007
10064,0,0,0,06,001,435400,2008,060014354002008
10065,19,3,3,06,001,435400,2009,060014354002009
10066,46,30,30,06,001,435400,2011,060014354002011
10067,0,0,0,06,001,435400,2012,060014354002012
10068,0,0,0,06,001,435400,2014,060014354002014
10069,23,3,3,06,001,435400,2015,060014354002015
10070,30,14,13,06,001,435400,2017,060014354002017
10071,55,23,22,06,001,435400,2018,060014354002018
10072,0,0,0,06,001,435400,2020,060014354002020
10073,16,4,4,06,001,435400,2021,060014354002021
10074,0,0,0,06,001,435400,2022,060014354002022
10075,73,32,32,06,001,435400,2024,060014354002024
10076,0,0,0,06,001,435400,2025,060014354002025
10077,0,0,0,06,001,435400,2026,060014354002026
10078,29,1,0,06,001,435400,2027,060014354002027
10079,0,0,0,06,001,435400,2028,060014354002028
10080,6,0,0,06,001,435400,2029,060014354002029
10081,0,0,0,06,001,435400,2030,060014354002030
10082,0,0,0,06,001,435400,2031,060014354002031
10083,0,0,0,06,001,435400,2032,060014354002032
10084,0,0,0,06,001,435400,2033,060014354002033
10085,17,6,6,06,001,435400,2034,060014354002034
10086,49,21,21,06,001,435400,2035,060014354002035
10087,251,124,108,06,001,435500,2009,060014355002009
10088,42,13,13,06,001,435500,2012,060014355002012
10089,122,33,27,06,001,435500,2015,060014355002015
10094,364,144,140,06,001,435500,2007,060014355002007
10110,61,8,8,06,001,435500,2000,060014355002000
10112,22,2,2,06,001,435500,2003,060014355002003
10114,65,20,20,06,001,435500,2006,060014355002006
10115,65,23,23,06,001,435500,2008,060014355002008
10117,122,38,38,06,001,435500,2011,060014355002011
10119,51,10,10,06,001,435500,2014,060014355002014
10120,118,43,43,06,001,435500,2016,060014355002016
10121,56,22,22,06,001,435500,2017,060014355002017
10124,48,11,11,06,001,435500,3003,060014355003003
10125,264,119,119,06,001,435500,3004,060014355003004
10126,125,37,37,06,001,435500,3005,060014355003005
10127,114,40,40,06,001,435500,3006,060014355003006
10129,113,29,29,06,001,435500,3008,060014355003008
10130,87,27,27,06,001,435500,3009,060014355003009
10133,136,42,32,06,001,435500,3012,060014355003012
10135,0,0,0,06,001,435500,3014,060014355003014
10136,0,0,0,06,001,435500,3015,060014355003015
10137,22,6,6,06,001,435500,3016,060014355003016
10147,1,1,0,06,001,435601,1005,060014356011005
10229,0,0,0,06,001,435700,4011,060014357004011
10230,0,0,0,06,001,435700,4012,060014357004012
10419,0,0,0,06,001,436200,1005,060014362001005
10422,0,0,0,06,001,436200,1001,060014362001001
10432,0,0,0,06,001,436200,2007,060014362002007
10434,32,26,24,06,001,436200,2009,060014362002009
10437,92,24,24,06,001,436301,1008,060014363011008
10440,17,1,1,06,001,436301,2000,060014363012000
10441,237,82,82,06,001,436301,2003,060014363012003
10442,74,17,17,06,001,436301,2007,060014363012007
10443,298,102,98,06,001,436301,2010,060014363012010
10444,174,51,47,06,001,436301,2013,060014363012013
10445,142,43,43,06,001,436301,2017,060014363012017
10446,230,72,72,06,001,436301,2020,060014363012020
10447,180,65,63,06,001,436301,2023,060014363012023
10448,0,0,0,06,001,436301,1000,060014363011000
10449,0,0,0,06,001,436301,1001,060014363011001
10450,220,62,62,06,001,436301,1002,060014363011002
10451,358,93,88,06,001,436301,1003,060014363011003
10452,155,35,35,06,001,436301,1004,060014363011004
10453,16,1,1,06,001,436301,1005,060014363011005
10454,33,6,6,06,001,436301,1006,060014363011006
10455,142,67,63,06,001,436301,1007,060014363011007
10456,0,0,0,06,001,436301,1009,060014363011009
10457,166,57,57,06,001,436301,1010,060014363011010
10460,0,0,0,06,001,436301,1014,060014363011014
10461,18,1,1,06,001,436301,1016,060014363011016
10462,0,0,0,06,001,436301,1017,060014363011017
10463,26,6,6,06,001,436301,2001,060014363012001
10464,177,58,58,06,001,436301,2002,060014363012002
10465,53,23,21,06,001,436301,2004,060014363012004
10466,65,19,12,06,001,436301,2005,060014363012005
10467,0,0,0,06,001,436301,2006,060014363012006
10468,0,0,0,06,001,436301,2008,060014363012008
10469,96,26,26,06,001,436301,2009,060014363012009
10470,235,86,79,06,001,436301,2011,060014363012011
10471,0,0,0,06,001,436301,2012,060014363012012
10472,109,35,35,06,001,436301,2014,060014363012014
10473,187,63,63,06,001,436301,2015,060014363012015
10474,143,45,45,06,001,436301,2016,060014363012016
10475,94,28,28,06,001,436301,2018,060014363012018
10476,57,16,16,06,001,436301,2019,060014363012019
10477,430,159,159,06,001,436301,2021,060014363012021
10478,198,62,58,06,001,436301,2022,060014363012022
10479,0,0,0,06,001,436301,2024,060014363012024
10480,16,4,4,06,001,436302,2007,060014363022007
10481,0,0,0,06,001,436302,3000,060014363023000
10482,50,13,13,06,001,436302,3003,060014363023003
10483,327,107,91,06,001,436302,3007,060014363023007
10484,59,13,13,06,001,436302,3010,060014363023010
10485,116,49,49,06,001,436302,3013,060014363023013
10486,200,121,115,06,001,436302,1000,060014363021000
10487,11,4,4,06,001,436302,1001,060014363021001
10488,532,140,125,06,001,436302,1002,060014363021002
10489,64,12,12,06,001,436302,1003,060014363021003
10490,165,46,46,06,001,436302,1004,060014363021004
10491,250,108,108,06,001,436302,1005,060014363021005
10492,0,0,0,06,001,436302,1006,060014363021006
10493,190,54,54,06,001,436302,1007,060014363021007
10494,94,45,45,06,001,436302,2000,060014363022000
10495,183,83,83,06,001,436302,2001,060014363022001
10496,116,51,51,06,001,436302,2002,060014363022002
10497,367,136,136,06,001,436302,2003,060014363022003
10498,123,47,47,06,001,436302,2004,060014363022004
10499,196,69,69,06,001,436302,2005,060014363022005
10500,152,46,43,06,001,436302,2006,060014363022006
10501,69,16,16,06,001,436302,2008,060014363022008
10502,152,48,48,06,001,436302,2009,060014363022009
10503,18,1,1,06,001,436302,3001,060014363023001
10504,104,30,30,06,001,436302,3002,060014363023002
10505,77,28,28,06,001,436302,3004,060014363023004
10506,0,0,0,06,001,436302,3005,060014363023005
10507,116,34,34,06,001,436302,3006,060014363023006
10508,80,23,23,06,001,436302,3008,060014363023008
10509,60,21,21,06,001,436302,3009,060014363023009
10510,16,1,1,06,001,436302,3011,060014363023011
10511,0,0,0,06,001,436302,3012,060014363023012
10515,54,19,19,06,001,436402,2002,060014364022002
10516,73,31,31,06,001,436402,2005,060014364022005
10525,384,155,155,06,001,436402,2000,060014364022000
10526,117,50,42,06,001,436402,2001,060014364022001
10527,414,177,172,06,001,436402,2003,060014364022003
10528,42,11,10,06,001,436402,2004,060014364022004
10529,0,0,0,06,001,436402,2006,060014364022006
10530,44,10,10,06,001,436402,2007,060014364022007
10533,0,0,0,06,001,436402,2010,060014364022010
10534,58,12,12,06,001,436403,3000,060014364033000
10535,41,7,0,06,001,436403,3003,060014364033003
10536,74,16,5,06,001,436403,4000,060014364034000
10537,531,193,181,06,001,436403,1000,060014364031000
10538,89,34,28,06,001,436403,1001,060014364031001
10539,59,22,22,06,001,436403,1002,060014364031002
10540,196,61,56,06,001,436403,1003,060014364031003
10541,258,87,86,06,001,436403,1004,060014364031004
10542,712,305,298,06,001,436403,2000,060014364032000
10543,308,148,143,06,001,436403,2001,060014364032001
10544,63,15,6,06,001,436403,2002,060014364032002
10545,0,0,0,06,001,436403,2003,060014364032003
10546,212,232,162,06,001,436403,2004,060014364032004
10547,112,54,54,06,001,436403,2005,060014364032005
10548,0,0,0,06,001,436403,3001,060014364033001
10549,84,27,27,06,001,436403,3002,060014364033002
10550,171,76,70,06,001,436403,3004,060014364033004
10551,433,195,195,06,001,436403,3005,060014364033005
10552,47,10,10,06,001,436403,4001,060014364034001
10553,314,114,110,06,001,436403,4002,060014364034002
10554,96,34,34,06,001,436403,4003,060014364034003
10555,0,0,0,06,001,436403,4004,060014364034004
10556,424,218,190,06,001,436403,4005,060014364034005
10574,0,0,0,06,001,436500,1000,060014365001000
10575,0,0,0,06,001,436500,1003,060014365001003
10576,82,16,15,06,001,436500,1006,060014365001006
10577,0,0,0,06,001,436500,1010,060014365001010
10578,0,0,0,06,001,436500,1013,060014365001013
10579,164,63,59,06,001,436500,1016,060014365001016
10580,0,0,0,06,001,436500,1019,060014365001019
10581,41,8,8,06,001,436500,1023,060014365001023
10582,81,20,20,06,001,436500,2015,060014365002015
10583,38,14,11,06,001,436500,3002,060014365003002
10584,0,0,0,06,001,436500,3005,060014365003005
10585,464,156,149,06,001,436500,3008,060014365003008
10586,26,6,6,06,001,436500,2002,060014365002002
10587,76,19,19,06,001,436500,2003,060014365002003
10588,61,18,18,06,001,436500,2004,060014365002004
10589,331,97,97,06,001,436500,2005,060014365002005
10590,30,6,6,06,001,436500,2006,060014365002006
10591,289,87,87,06,001,436500,2007,060014365002007
10592,255,100,100,06,001,436500,2008,060014365002008
10593,120,32,24,06,001,436500,2009,060014365002009
10594,119,39,33,06,001,436500,2010,060014365002010
10595,61,18,18,06,001,436500,2011,060014365002011
10596,0,0,0,06,001,436500,2012,060014365002012
10597,0,0,0,06,001,436500,2013,060014365002013
10598,55,7,0,06,001,436500,2014,060014365002014
10599,119,38,38,06,001,436500,3000,060014365003000
10600,0,0,0,06,001,436500,3001,060014365003001
10601,0,0,0,06,001,436500,3003,060014365003003
10602,0,0,0,06,001,436500,3004,060014365003004
10603,526,287,274,06,001,436500,3006,060014365003006
10604,197,82,78,06,001,436500,3007,060014365003007
10605,87,44,44,06,001,436500,3009,060014365003009
10606,0,0,0,06,001,436500,3010,060014365003010
10607,50,5,0,06,001,436500,1001,060014365001001
10608,172,82,71,06,001,436500,1004,060014365001004
10609,619,216,197,06,001,436500,1005,060014365001005
10610,0,0,0,06,001,436500,1007,060014365001007
10611,55,15,15,06,001,436500,1008,060014365001008
10612,0,0,0,06,001,436500,1009,060014365001009
10613,0,0,0,06,001,436500,1011,060014365001011
10614,385,123,119,06,001,436500,1012,060014365001012
10615,0,0,0,06,001,436500,1014,060014365001014
10616,0,0,0,06,001,436500,1015,060014365001015
10617,55,23,18,06,001,436500,1017,060014365001017
10618,103,43,42,06,001,436500,1018,060014365001018
10619,9,1,1,06,001,436500,1020,060014365001020
10620,556,228,217,06,001,436500,1021,060014365001021
10621,0,0,0,06,001,436500,1022,060014365001022
10622,0,0,0,06,001,436500,1024,060014365001024
10623,0,0,0,06,001,436500,1025,060014365001025
10624,0,0,0,06,001,436500,2000,060014365002000
10625,146,43,43,06,001,436500,2001,060014365002001
10626,0,0,0,06,001,436500,1002,060014365001002
10627,0,0,0,06,001,436601,1001,060014366011001
10628,13,0,0,06,001,436601,1004,060014366011004
10629,52,13,13,06,001,436601,1007,060014366011007
10630,111,38,38,06,001,436601,1011,060014366011011
10631,523,172,167,06,001,436601,2001,060014366012001
10632,0,0,0,06,001,436601,2004,060014366012004
10633,0,0,0,06,001,436601,2008,060014366012008
10634,200,55,52,06,001,436601,1000,060014366011000
10635,0,0,0,06,001,436601,1002,060014366011002
10636,0,0,0,06,001,436601,1003,060014366011003
10637,49,12,10,06,001,436601,1006,060014366011006
10638,290,78,73,06,001,436601,1008,060014366011008
10639,47,12,12,06,001,436601,1009,060014366011009
10640,0,0,0,06,001,436601,1010,060014366011010
10641,55,1,1,06,001,436601,1012,060014366011012
10642,0,0,0,06,001,436601,2000,060014366012000
10643,107,22,22,06,001,436601,2002,060014366012002
10644,390,107,107,06,001,436601,2003,060014366012003
10645,189,41,41,06,001,436601,2005,060014366012005
10646,162,36,36,06,001,436601,2006,060014366012006
10647,966,353,339,06,001,436601,2007,060014366012007
10648,0,0,0,06,001,436601,2009,060014366012009
10649,136,39,35,06,001,436601,2010,060014366012010
10650,128,24,24,06,001,436601,2011,060014366012011
10651,247,92,91,06,001,436601,2012,060014366012012
10652,104,24,24,06,001,436601,2013,060014366012013
10653,0,0,0,06,001,436601,3000,060014366013000
10654,0,0,0,06,001,436601,3001,060014366013001
10655,1073,304,299,06,001,436601,3002,060014366013002
10656,359,106,104,06,001,436601,3003,060014366013003
10657,89,20,20,06,001,436601,3004,060014366013004
10658,58,21,21,06,001,436601,3005,060014366013005
10659,0,0,0,06,001,436601,3006,060014366013006
10660,0,0,0,06,001,436601,3007,060014366013007
10661,278,65,57,06,001,436601,3008,060014366013008
10662,260,74,68,06,001,436601,3009,060014366013009
10663,875,247,243,06,001,436601,1005,060014366011005
10664,0,0,0,06,001,436602,1001,060014366021001
10665,0,0,0,06,001,436602,1004,060014366021004
10666,314,94,94,06,001,436602,2000,060014366022000
10667,29,1,1,06,001,436602,2003,060014366022003
10668,337,80,76,06,001,436602,2006,060014366022006
10669,116,25,25,06,001,436602,3002,060014366023002
10670,1423,563,563,06,001,436602,1000,060014366021000
10671,0,0,0,06,001,436602,1002,060014366021002
10672,379,163,157,06,001,436602,1003,060014366021003
10673,58,6,6,06,001,436602,1005,060014366021005
10674,0,0,0,06,001,436602,1006,060014366021006
10675,0,0,0,06,001,436602,1007,060014366021007
10676,153,39,39,06,001,436602,2001,060014366022001
10677,61,13,13,06,001,436602,2002,060014366022002
10678,109,24,24,06,001,436602,2004,060014366022004
10679,175,45,27,06,001,436602,2005,060014366022005
10680,879,303,287,06,001,436602,2007,060014366022007
10681,0,0,0,06,001,436602,3000,060014366023000
10682,0,0,0,06,001,436602,3001,060014366023001
10683,1256,482,482,06,001,436602,3003,060014366023003
10684,113,40,38,06,001,436602,3004,060014366023004
10685,413,137,127,06,001,436700,1000,060014367001000
10686,78,21,21,06,001,436700,1003,060014367001003
10687,148,46,46,06,001,436700,1007,060014367001007
10688,276,76,76,06,001,436700,2001,060014367002001
10689,86,24,24,06,001,436700,2004,060014367002004
10690,120,22,19,06,001,436700,2007,060014367002007
10691,162,51,51,06,001,436700,2021,060014367002021
10692,294,161,161,06,001,436700,1001,060014367001001
10693,0,0,0,06,001,436700,1002,060014367001002
10694,55,12,12,06,001,436700,1004,060014367001004
10695,104,23,23,06,001,436700,1005,060014367001005
10696,145,42,42,06,001,436700,1006,060014367001006
10697,175,49,49,06,001,436700,1008,060014367001008
10698,0,0,0,06,001,436700,2000,060014367002000
10699,0,0,0,06,001,436700,2002,060014367002002
10700,0,0,0,06,001,436700,2003,060014367002003
10701,418,148,142,06,001,436700,2005,060014367002005
10702,128,26,26,06,001,436700,2006,060014367002006
10703,107,21,21,06,001,436700,2008,060014367002008
10704,105,26,25,06,001,436700,2009,060014367002009
10705,170,50,50,06,001,436700,2010,060014367002010
10706,180,46,46,06,001,436700,2011,060014367002011
10707,0,0,0,06,001,436700,2012,060014367002012
10708,0,0,0,06,001,436700,2013,060014367002013
10709,69,15,8,06,001,436700,2014,060014367002014
10710,0,0,0,06,001,436700,2015,060014367002015
10711,219,64,64,06,001,436700,2016,060014367002016
10712,45,16,16,06,001,436700,2017,060014367002017
10713,71,18,18,06,001,436700,2018,060014367002018
10714,0,0,0,06,001,436700,2019,060014367002019
10715,121,40,40,06,001,436700,2020,060014367002020
10716,0,0,0,06,001,436800,1002,060014368001002
10717,0,0,0,06,001,436800,1006,060014368001006
10718,57,13,13,06,001,436800,2013,060014368002013
10719,98,32,32,06,001,436800,2016,060014368002016
10720,0,0,0,06,001,436800,1000,060014368001000
10721,29,2,1,06,001,436800,1001,060014368001001
10722,0,0,0,06,001,436800,1003,060014368001003
10723,395,170,170,06,001,436800,1004,060014368001004
10724,957,342,334,06,001,436800,1005,060014368001005
10725,0,0,0,06,001,436800,1007,060014368001007
10726,127,32,29,06,001,436800,1008,060014368001008
10727,868,352,328,06,001,436800,1009,060014368001009
10728,104,33,28,06,001,436800,1010,060014368001010
10729,0,0,0,06,001,436800,2000,060014368002000
10730,0,0,0,06,001,436800,2001,060014368002001
10731,487,128,118,06,001,436800,2002,060014368002002
10732,88,32,32,06,001,436800,2003,060014368002003
10733,92,25,25,06,001,436800,2004,060014368002004
10734,136,32,32,06,001,436800,2005,060014368002005
10735,113,32,32,06,001,436800,2006,060014368002006
10736,39,11,11,06,001,436800,2007,060014368002007
10737,64,13,13,06,001,436800,2008,060014368002008
10738,64,13,13,06,001,436800,2009,060014368002009
10739,56,11,11,06,001,436800,2010,060014368002010
10740,114,33,33,06,001,436800,2011,060014368002011
10741,50,12,12,06,001,436800,2012,060014368002012
10742,110,32,32,06,001,436800,2014,060014368002014
10743,58,12,12,06,001,436800,2015,060014368002015
10744,118,32,27,06,001,436800,2017,060014368002017
10745,117,32,32,06,001,436800,2018,060014368002018
10746,907,241,241,06,001,436900,1000,060014369001000
10747,298,75,73,06,001,436900,1004,060014369001004
10748,314,91,91,06,001,436900,1007,060014369001007
10749,77,19,19,06,001,436900,2001,060014369002001
10750,178,51,50,06,001,436900,2004,060014369002004
10751,143,31,31,06,001,436900,3002,060014369003002
10752,0,0,0,06,001,436900,3005,060014369003005
10753,93,28,28,06,001,436900,3008,060014369003008
10754,0,0,0,06,001,436900,4013,060014369004013
10755,105,28,23,06,001,436900,4016,060014369004016
10756,0,0,0,06,001,436900,1001,060014369001001
10757,151,30,30,06,001,436900,1002,060014369001002
10758,176,39,39,06,001,436900,1003,060014369001003
10759,700,176,174,06,001,436900,1005,060014369001005
10760,0,0,0,06,001,436900,1006,060014369001006
10761,233,72,72,06,001,436900,1008,060014369001008
10762,434,118,118,06,001,436900,2000,060014369002000
